token,label,start_char,end_char,context
first,ORDINAL,60,65,"Filch took them down to Professor McGonagall's study on the first floor, where they sat and waited without saying a word to each other."
Hermione,PERSON,0,8,Hermione was trembling.
Harry,PERSON,69,74,"Excuses, alibis, and wild cover- up stories chased each other around Harry's brain, each more feeble than the last."
earth,LOC,23,28,"There was no reason on earth that Professor McGonagall would accept for their being out of bed and creeping around the school in the dead of night, let alone being up the tallest astronomy tower, which was out-of-bounds except for classes."
McGonagall,PERSON,44,54,"There was no reason on earth that Professor McGonagall would accept for their being out of bed and creeping around the school in the dead of night, let alone being up the tallest astronomy tower, which was out-of-bounds except for classes."
night,TIME,141,146,"There was no reason on earth that Professor McGonagall would accept for their being out of bed and creeping around the school in the dead of night, let alone being up the tallest astronomy tower, which was out-of-bounds except for classes."
Norbert,PERSON,4,11,"Add Norbert and the invisibility cloak, and they might as well be packing their bags already."
Harry,PERSON,4,9,Had Harry thought that things couldn't have been worse?
McGonagall,PERSON,15,25,"When Professor McGonagall appeared, she was leading Neville."
Neville,PERSON,52,59,"When Professor McGonagall appeared, she was leading Neville."
Harry,PERSON,1,6,"""Harry!"""
Neville,GPE,0,7,"Neville burst Out, the moment he saw the other two."
two,CARDINAL,47,50,"Neville burst Out, the moment he saw the other two."
Malfoy,ORG,47,53,"""I was trying to find you to warn you, I heard Malfoy saying he was going to catch you, he said you had a drag --"" Harry shook his head violently to shut Neville up, but Professor McGonagall had seen."
Harry,PERSON,115,120,"""I was trying to find you to warn you, I heard Malfoy saying he was going to catch you, he said you had a drag --"" Harry shook his head violently to shut Neville up, but Professor McGonagall had seen."
Neville,PERSON,154,161,"""I was trying to find you to warn you, I heard Malfoy saying he was going to catch you, he said you had a drag --"" Harry shook his head violently to shut Neville up, but Professor McGonagall had seen."
McGonagall,PERSON,180,190,"""I was trying to find you to warn you, I heard Malfoy saying he was going to catch you, he said you had a drag --"" Harry shook his head violently to shut Neville up, but Professor McGonagall had seen."
Norbert,PERSON,44,51,She looked more likely to breathe fire than Norbert as she towered over the three of them.
three,CARDINAL,76,81,She looked more likely to breathe fire than Norbert as she towered over the three of them.
Filch,PERSON,4,9,Mr. Filch says you were up in the astronomy tower.
one o'clock,TIME,5,16,It's one o'clock in the morning.
the morning,TIME,20,31,It's one o'clock in the morning.
first,ORDINAL,11,16,It was the first time Hermione had ever failed to answer a teacher's question.
Hermione,PERSON,22,30,It was the first time Hermione had ever failed to answer a teacher's question.
Professor McGonagall,PERSON,61,81,"""I think I've got a good idea of what's been going on,"" said Professor McGonagall."
Draco Malfoy,PERSON,8,20,"You fed Draco Malfoy some cock-and-bull story about a dragon, trying to get him out of bed and into trouble."
Longbottom,PERSON,36,46,"I suppose you think it's funny that Longbottom here heard the story and believed it, too?"""
Harry,PERSON,0,5,"Harry caught Neville's eye and tried to tell him without words that this wasn't true, because Neville was looking stunned and hurt."
Neville,PERSON,13,20,"Harry caught Neville's eye and tried to tell him without words that this wasn't true, because Neville was looking stunned and hurt."
Neville,PERSON,94,101,"Harry caught Neville's eye and tried to tell him without words that this wasn't true, because Neville was looking stunned and hurt."
Neville,PERSON,17,24,"Poor, blundering Neville -- Harry knew what it must have cost him to try and find them in the dark, to warn them."
Harry,PERSON,28,33,"Poor, blundering Neville -- Harry knew what it must have cost him to try and find them in the dark, to warn them."
Professor McGonagall,PERSON,22,42,"""I'm disgusted,"" said Professor McGonagall."
Four,CARDINAL,1,5,"""Four students out of bed in one night!"
one night,TIME,29,38,"""Four students out of bed in one night!"
Miss Granger,PERSON,5,17,"You, Miss Granger, I thought you had more sense."
Potter,PERSON,16,22,"As for you, Mr. Potter, I thought Gryffindor meant more to you than this."
Gryffindor,PERSON,34,44,"As for you, Mr. Potter, I thought Gryffindor meant more to you than this."
three,CARDINAL,4,9,"All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor."""
Longbottom,PERSON,62,72,"All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor."""
these days,DATE,145,155,"All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor."""
fifty,CARDINAL,184,189,"All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor."""
Gryffindor,PERSON,216,226,"All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor."""
Fifty,CARDINAL,1,6,"""Fifty?"""
Harry,PERSON,0,5,"Harry gasped -- they would lose the lead, the lead he'd won in the last Quidditch match."
Quidditch,PERSON,72,81,"Harry gasped -- they would lose the lead, the lead he'd won in the last Quidditch match."
Fifty,CARDINAL,1,6,"""Fifty points each,"" said Professor McGonagall, breathing heavily through her long, pointed nose."
Professor McGonagall,PERSON,26,46,"""Fifty points each,"" said Professor McGonagall, breathing heavily through her long, pointed nose."
Gryffindor,PERSON,32,42,"I've never been more ashamed of Gryffindor students."""
A hundred and fifty,CARDINAL,0,19,A hundred and fifty points lost.
Gryffindor,PERSON,9,19,That put Gryffindor in last place.
one night,TIME,3,12,"In one night, they'd ruined any chance Gryffindor had had for the house cup."
Gryffindor,PERSON,39,49,"In one night, they'd ruined any chance Gryffindor had had for the house cup."
Harry,PERSON,0,5,Harry felt as though the bottom had dropped out of his stomach.
Harry,PERSON,0,5,Harry didn't sleep all night.
all night,TIME,19,28,Harry didn't sleep all night.
Neville,PERSON,14,21,He could hear Neville sobbing into his pillow for what seemed like hours.
like hours,TIME,62,72,He could hear Neville sobbing into his pillow for what seemed like hours.
Harry,PERSON,0,5,Harry couldn't think of anything to say to comfort him.
Neville,PERSON,8,15,"He knew Neville, like himself, was dreading the dawn."
Gryffindor,PERSON,35,45,What would happen when the rest of Gryffindor found out what they'd done?
first,ORDINAL,3,8,"At first, Gryffindors passing the giant hourglasses that recorded the house points the next day thought there'd been a mistake."
Gryffindors,ORG,10,21,"At first, Gryffindors passing the giant hourglasses that recorded the house points the next day thought there'd been a mistake."
the next day,DATE,83,95,"At first, Gryffindors passing the giant hourglasses that recorded the house points the next day thought there'd been a mistake."
a hundred and fifty,CARDINAL,29,48,How could they suddenly have a hundred and fifty points fewer than yesterday?
fewer than yesterday,DATE,56,76,How could they suddenly have a hundred and fifty points fewer than yesterday?
Harry Potter,PERSON,38,50,"And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years."
Harry Potter,PERSON,63,75,"And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years."
two,CARDINAL,91,94,"And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years."
Quidditch,PERSON,95,104,"And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years."
first,ORDINAL,180,185,"And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years."
Harry,PERSON,69,74,"From being one of the most popular and admired people at the school, Harry was suddenly the most hated."
Hufflepuffs,PERSON,20,31,"Even Ravenclaws and Hufflepuffs turned on him, because everyone had been longing to see Slytherin lose the house cup."
Slytherin,PERSON,88,97,"Even Ravenclaws and Hufflepuffs turned on him, because everyone had been longing to see Slytherin lose the house cup."
Harry,PERSON,11,16,"Everywhere Harry went, people pointed and didn't trouble to lower their voices as they insulted him."
Slytherins,ORG,0,10,"Slytherins, on the other hand, clapped as he walked past them, whistling and cheering, ""Thanks Potter, we owe you one!"""
Potter,PERSON,95,101,"Slytherins, on the other hand, clapped as he walked past them, whistling and cheering, ""Thanks Potter, we owe you one!"""
Ron,PERSON,5,8,Only Ron stood by him.
a few weeks,DATE,28,39,"""They'll all forget this in a few weeks."
Fred,PERSON,0,4,"Fred and George have lost loads of points in all the time they've been here, and people still like them."""
George,PERSON,9,15,"Fred and George have lost loads of points in all the time they've been here, and people still like them."""
a hundred and fifty points,QUANTITY,20,46,"""They've never lost a hundred and fifty points in one go, though, have they?"""
one,CARDINAL,50,53,"""They've never lost a hundred and fifty points in one go, though, have they?"""
Harry,PERSON,5,10,said Harry miserably.
Ron,PERSON,14,17,"""Well -- no,"" Ron admitted."
Harry,PERSON,44,49,"It was a bit late to repair the damage, but Harry swore to himself not to meddle in things that weren't his business from now on."
Wood,ORG,46,50,He felt so ashamed of himself that he went to Wood and offered to resign from the Quidditch team.
Quidditch,PERSON,82,91,He felt so ashamed of himself that he went to Wood and offered to resign from the Quidditch team.
good'll,PERSON,6,13,"""What good'll that do?"
Quidditch,ORG,59,68,"How are we going to get any points back if we can't win at Quidditch?"""
Quidditch,PERSON,9,18,But even Quidditch had lost its fun.
Harry,PERSON,39,44,"The rest of the team wouldn't speak to Harry during practice, and if they had to speak about him, they called him ""the Seeker."""
Seeker,PERSON,119,125,"The rest of the team wouldn't speak to Harry during practice, and if they had to speak about him, they called him ""the Seeker."""
Hermione,PERSON,0,8,"Hermione and Neville were suffering, too."
Neville,PERSON,13,20,"Hermione and Neville were suffering, too."
Harry,PERSON,34,39,"They didn't have as bad a time as Harry, because they weren't as well-known, but nobody would speak to them, either."
Hermione,PERSON,0,8,"Hermione had stopped drawing attention to herself in class, keeping her head down and working in silence."
Harry,PERSON,0,5,Harry was almost glad that the exams weren't far away.
Ron,PERSON,4,7,"He, Ron, and Hermione kept to themselves, working late into the night, trying to remember the ingredients in complicated potions, learn charms and spells by heart, memorize the dates of magical discoveries and goblin rebellions.... Then, about a week before the exams were due to start, Harry's new resolution not to interfere in anything that didn't concern him was put to an unexpected test."
Hermione,PERSON,13,21,"He, Ron, and Hermione kept to themselves, working late into the night, trying to remember the ingredients in complicated potions, learn charms and spells by heart, memorize the dates of magical discoveries and goblin rebellions.... Then, about a week before the exams were due to start, Harry's new resolution not to interfere in anything that didn't concern him was put to an unexpected test."
about a week,DATE,238,250,"He, Ron, and Hermione kept to themselves, working late into the night, trying to remember the ingredients in complicated potions, learn charms and spells by heart, memorize the dates of magical discoveries and goblin rebellions.... Then, about a week before the exams were due to start, Harry's new resolution not to interfere in anything that didn't concern him was put to an unexpected test."
Harry,PERSON,287,292,"He, Ron, and Hermione kept to themselves, working late into the night, trying to remember the ingredients in complicated potions, learn charms and spells by heart, memorize the dates of magical discoveries and goblin rebellions.... Then, about a week before the exams were due to start, Harry's new resolution not to interfere in anything that didn't concern him was put to an unexpected test."
